Id,Name,Created at,Updated at,Score 1,Score 2,Score 3,Cupboard
164,Corn Flour,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
163,Panko,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
162,Lasagne Sheet,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
161,Dried Pasta,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
160,Dried Spaghetti,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
159,Burger Bun,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
158,Pitta Bread,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
157,English Muffin,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
156,Bread,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
155,Puff Pastry,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
154,Fresh Bread,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
153,Yeast,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
152,Baguette,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
151,Focaccia,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
150,Sliced Bread,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
149,Cocoa Powder,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
148,Chocolate Chip,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
147,Light Brown Sugar,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
146,Honey,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
145,Nutella,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
144,Dark Chocolate,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
143,Chocolate,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
142,Sugar,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
141,Canned Tomatoes,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
140,Pesto,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
139,Coconut Milk,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
138,Chicken Stock,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
137,Fish Stock,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
136,Worcestershire Sauce,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
135,Curry Sauce,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
134,Beef Stock,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
133,Vegetable Stock,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
132,Tartar Sauce,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
131,Bechamel Sauce,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
130,Tomato Sauce,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
129,Red Wine,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
128,White Wine,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
127,Brandy,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
126,Cinnamon,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
125,Cumin,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
124,Red Chili,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
123,Mixed Herbs,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
122,Japanese Curry Cube,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
121,Red Chilli,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
120,Flaky Salt,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
119,Paprika,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
118,Black Pepper,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
117,Sea Salt,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
116,Salt,2021-03-13 17:53:24 UTC,2021-04-30 23:51:59 UTC,5,1,0,true
115,Dried Mint,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
114,Dried Oregano,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
113,Curry Paste,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
112,Mayonnaise,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
111,Balsamic Vinegar,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
110,Olive,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
109,Soy Sauce,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
108,Oyster Sauce,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
107,Vanilla Extract,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
106,Ketchup,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
105,Dijon Mustard,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
104,White Wine Vinegar,2021-03-13 17:53:24 UTC,2021-03-13 17:53:24 UTC,5,1,0,false
103,Apple Vinegar,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
102,Cooking Oil,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
101,Coconut Oil,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
100,Olive Oil,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
99,Butter,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
98,Mature Cheddar Cheese,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
97,Coconut Cream,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
96,Feta Cheese,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
95,Alternative Milk,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
94,Pecorino Cheese,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
93,Cheese,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
92,Goat Cheese,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
91,Soured Cream,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
90,Parmesan Cheese,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
89,Heavy Cream,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
88,Mozzarella Cheese,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
87,Milk,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
86,Egg,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
85,Mussel,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
84,Clam,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
83,Tiger King Prawn,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
82,Oyster,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
81,Prawn,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
80,Canned Tuna,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
79,Fresh Fish,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
78,Tuna Steak,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
77,Cod,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
76,Salmon,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
75,Pancetta,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
74,Pork Chop,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
73,Sausage,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
72,Minced Pork,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
71,Ham,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
70,Prosciutto,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
69,Pepperoni,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
68,Pork Ribs,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
67,Bacon,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
66,Burger,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
65,Filet Mignon,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
64,Sirloin Steak,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
63,Ground Beef,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
62,Chicken Breast,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
61,Chicken Thigh,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
60,Dried Porccini Mushroom,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
59,Chestnut Mushroom,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
58,White Mushroom,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
57,Shitake Mushroom,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
56,Portobello Mushroom,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
55,Shimeji Mushroom,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
54,Kidney Bean,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
53,Frozen Pea,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
52,Red Lentil,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
51,Black Bean,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
50,Chickpea,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
49,Medium Grain Rice,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
48,Sushi Rice,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
47,Pistacchio,2021-03-13 17:53:23 UTC,2021-03-13 17:53:23 UTC,5,1,0,false
46,Risotto Rice,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
45,Sesame Seed,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
44,Pine Nut,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
43,Cashew Nut,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
42,White Rice,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
41,Dill,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
40,Fresh Mint,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
39,Sage,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
38,Thyme,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
37,Coriander,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
36,Parsley,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
35,Basil,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
34,Oregano,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
33,Avocado,2021-03-13 17:53:22 UTC,2021-04-30 23:52:27 UTC,5,1,0,false
32,Lemon,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
31,Strawberry,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
30,Pear,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
29,Banana,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
28,Apple,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
27,Bell Pepper,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
26,Aubergine,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
25,Red Pepper,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
24,Cherry Tomato,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
23,Zucchini,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
22,Butternut Squash,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
21,Tomato,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
20,Cucumber,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
19,Pepper,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
18,Celery,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
17,Asparagus,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
16,Broccoli,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
15,Cabbage,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
14,Salad,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
13,Watercress,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
12,Spinach,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
11,Kale,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
10,Lettuce,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
9,Red Onion,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
8,Green Onion,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
7,Garlic,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
6,Onion,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
5,Ginger,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
4,Radish,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
3,Carrot,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
2,Sweet Potato,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
1,Potato,2021-03-13 17:53:22 UTC,2021-03-13 17:53:22 UTC,5,1,0,false
